tpep_pickup_datetime,tpep_dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
01:31.0,10:02.0,40.75093842,-73.99071503,40.74727249,-73.97375488
01:31.0,04:31.0,40.75270462,-73.98473358,40.75619125,-73.98724365
01:31.0,18:06.0,40.76257324,-73.95985413,40.7466507,-73.9141922
01:31.0,08:16.0,40.71992493,-73.99707794,40.7263031,-74.00907135
01:31.0,31:24.0,40.72591782,-73.98960876,40.67161179,-73.91680908
01:31.0,18:15.0,40.7741127,-73.8730011,40.70332336,-73.98464966
01:31.0,06:19.0,40.76234818,-73.99002838,40.75643921,-73.9747467
01:32.0,06:38.0,40.72822952,-73.98206329,40.72342682,-73.98543549
01:32.0,29:54.0,40.80640411,-73.96526337,40.72047424,-73.99694824
01:32.0,19:16.0,40.73759079,-73.99723816,40.72222519,-73.98715973
01:32.0,07:54.0,40.7648201,-73.97682953,40.7726593,-73.98978424
01:32.0,10:57.0,40.73610687,-73.98422241,40.72958755,-74.0038681
01:33.0,12:31.0,40.86560059,-73.92744446,40.82728577,-73.94607544
01:33.0,02:59.0,40.75689697,-73.98983765,40.75901413,-73.99187469
01:33.0,06:24.0,40.725811,-73.99194336,40.72963333,-73.98695374
01:33.0,04:00.0,40.77435684,-73.9513092,40.78157043,-73.94921112
01:33.0,07:57.0,40.74492645,-73.99768829,40.73604584,-74.00485992
01:33.0,29:59.0,40.7770462,-73.98203278,40.82103348,-73.90708923
01:33.0,10:48.0,40.75221252,-73.9773407,40.77753448,-73.9549408
01:33.0,12:32.0,40.74572754,-73.98789215,40.76823425,-73.98616028
01:34.0,09:17.0,40.72822952,-73.99913788,40.72981262,-73.98693085
01:34.0,02:43.0,40.76399231,-73.95895386,40.76865768,-73.95549011
01:34.0,15:38.0,40.71036911,-73.95844269,40.72317886,-73.98822784
01:34.0,09:01.0,40.75523758,-73.97340393,40.75057983,-73.99106598
01:34.0,14:22.0,40.77428055,-73.95108032,40.72125626,-73.98162842
01:35.0,04:52.0,40.76616669,-73.96030426,40.77117157,-73.96395111
01:35.0,20:51.0,40.76276398,-73.97140503,40.71879196,-73.98860931
01:35.0,07:33.0,40.76482773,-73.98040009,40.76373672,-73.96596527
01:35.0,23:03.0,40.73731232,-73.99659729,40.72523117,-73.94858551
01:35.0,05:41.0,40.7458992,-73.99796295,40.75030899,-73.98745728
01:35.0,25:18.0,40.78572083,-73.97278595,40.71235275,-74.00791168
01:35.0,08:42.0,40.7423172,-73.98910522,40.73036194,-73.98812866
01:35.0,04:33.0,40.76088715,-73.9847641,40.76942062,-73.9883194
01:35.0,16:13.0,40.7057991,-74.00985718,40.74248123,-73.99558258
01:36.0,09:03.0,40.75610733,-73.98271179,40.75923157,-73.9648056
01:36.0,25:08.0,40.7616539,-73.96511078,40.72151566,-73.98834991
01:36.0,12:55.0,40.77074432,-73.95677185,40.80235672,-73.95024109
01:36.0,04:35.0,40.77967453,-73.95039368,40.77020264,-73.95731354
01:36.0,13:53.0,40.74497604,-73.99120331,40.77076721,-73.9548111
01:36.0,07:32.0,40.74560928,-74.0056076,40.74628067,-73.99092102
01:36.0,07:54.0,40.73078156,-73.99275208,40.72454834,-73.99143219
01:37.0,04:35.0,40.77603149,-73.95314026,40.76586151,-73.95729065
01:37.0,14:19.0,40.72414017,-73.99095917,40.70848846,-74.006073
01:37.0,13:54.0,40.76952362,-73.96220398,40.79763031,-73.97122192
01:37.0,05:08.0,40.78046417,-73.94975281,40.77497864,-73.9538269
01:37.0,27:04.0,40.75355148,-73.98847198,40.85039139,-73.93253326
01:37.0,27:20.0,40.74281693,-73.99293518,40.82311249,-73.86344147
01:37.0,07:31.0,40.76361465,-73.97360992,40.75881958,-73.96247864
01:37.0,06:40.0,40.78400803,-73.95856476,40.78873062,-73.96942139
01:37.0,12:54.0,40.73369217,-73.98848724,40.75153351,-73.98763275
01:37.0,09:43.0,40.73178482,-73.9947052,40.7448082,-73.99323273
01:38.0,11:54.0,40.73822784,-73.98895264,40.71906281,-74.00502014
01:38.0,05:33.0,40.72963333,-73.99324036,40.72045898,-73.99975586
01:38.0,16:51.0,40.71518707,-73.99226379,40.74904633,-73.9740448
01:38.0,10:05.0,40.73148727,-73.99720001,40.74402237,-73.98797607
01:38.0,15:08.0,40.70670319,-74.00598145,40.73974991,-73.98960876
01:38.0,18:16.0,40.75659561,-73.98673248,40.73193359,-73.99015045
01:38.0,18:00.0,40.76368332,-73.98916626,40.80652237,-73.95381165
01:38.0,25:54.0,40.74974823,-73.99517059,40.88719559,-73.90458679
01:38.0,19:47.0,40.72665787,-73.99964142,40.76203537,-73.96336365
01:39.0,22:16.0,40.78892136,-73.94868469,40.76925659,-73.91347504
01:39.0,17:25.0,40.7639122,-73.97388458,40.76279831,-73.9272995
01:39.0,22:50.0,40.75030136,-73.99465942,40.78635025,-73.95259094
01:39.0,09:31.0,40.72283173,-73.98854828,40.73699188,-73.99313354
01:39.0,14:11.0,40.7417984,-73.98442841,40.7426033,-74.0032196
01:39.0,02:54.0,40.75851059,-73.9629364,40.76255035,-73.96127319
01:39.0,09:30.0,40.71981812,-73.98748016,40.72436142,-73.97862244
01:39.0,08:20.0,40.78471756,-73.94784546,40.78805161,-73.96751404
01:39.0,11:46.0,40.76856613,-73.98477936,40.74692154,-73.98065186
01:39.0,04:30.0,0,0,40.78113556,-73.94634247
01:39.0,12:03.0,40.74311447,-73.97991943,40.74982071,-74.00269318
01:39.0,09:06.0,40.75860214,-73.98902893,40.75241852,-73.97818756
01:39.0,04:39.0,40.77863693,-73.98165131,40.78885651,-73.97970581
01:40.0,08:33.0,40.72976303,-73.98381042,40.74488068,-73.97520447
01:40.0,04:25.0,40.73873138,-73.98319244,40.74872208,-73.97993469
01:40.0,10:58.0,40.73757935,-73.98114014,40.72587967,-73.98961639
01:40.0,14:08.0,40.7559967,-73.98343658,40.71340561,-73.97775269
01:40.0,17:47.0,40.72116852,-73.98404694,40.74638748,-73.97958374
01:40.0,03:52.0,40.74079132,-73.9789505,40.74029541,-73.97598267
01:40.0,10:47.0,40.7745018,-73.96362305,40.76112747,-73.95963287
01:40.0,39:00.0,40.64541245,-73.77670288,-73.97384644,NULL
01:40.0,05:23.0,40.77205276,-73.98228455,40.76535797,-73.98029327
01:41.0,09:17.0,40.73087311,-73.98901367,40.73031616,-73.99984741
01:41.0,25:10.0,40.71735001,-73.99530029,40.7110405,-74.01596832
01:41.0,15:05.0,40.71088028,-74.00894928,40.73970032,-74.00225067
01:41.0,04:08.0,40.74317169,-73.98944855,40.74921799,-73.99208832
01:41.0,26:12.0,40.7247467,-73.98779297,40.77623749,-73.97954559
01:41.0,12:11.0,40.76123047,-73.98313141,40.77929306,-73.95352173
01:41.0,08:49.0,40.73691559,-73.97888184,40.76353455,-73.9575119
01:41.0,26:43.0,40.75595093,-73.97363281,40.89386749,-73.85723114
01:41.0,17:09.0,40.73961639,-74.0021286,40.73137665,-73.98657227
01:42.0,11:41.0,40.74399567,-73.99514008,40.76956177,-73.98166656
01:42.0,10:42.0,40.75912094,-73.97147369,40.73991394,-73.98970795
01:42.0,10:46.0,40.74065781,-73.97949982,40.76968765,-73.96475983
01:42.0,07:54.0,40.76359558,-73.98526764,40.75390625,-73.97754669
01:42.0,22:44.0,40.77808762,-73.95223236,40.89464569,-73.85597229
01:42.0,25:49.0,40.76348877,-73.98180389,40.72954178,-73.9868927
01:43.0,13:48.0,40.74040222,-74.00566864,40.73336029,-73.98712921
01:43.0,06:47.0,40.73833084,-73.98763275,40.74507904,-73.97666931
01:43.0,12:58.0,40.72124863,-73.97781372,40.72721863,-74.00021362
01:43.0,08:44.0,40.73193741,-73.98204803,40.76233292,-73.95999908
01:43.0,17:39.0,40.76179504,-73.97927094,40.81359482,-73.95953369
01:43.0,03:12.0,40.73759842,-74.00611877,40.73773956,-74.0019455
01:43.0,54:40.0,40.72095108,-73.95656586,40.77772522,-73.98594666
01:43.0,08:25.0,40.78813553,-73.96733856,40.80704117,-73.96438599
01:44.0,05:02.0,40.79929352,-73.96276855,40.80466843,-73.96629333
01:44.0,08:05.0,40.7457962,-73.99755096,40.74034882,-73.98448944
01:44.0,08:51.0,40.76117706,-73.98687744,40.76183701,-73.96901703
01:44.0,07:04.0,40.79535294,-73.97338104,40.7872467,-73.97155762
01:44.0,27:21.0,40.73428345,-73.99922943,40.80136108,-73.96500397
01:44.0,11:52.0,40.75772095,-73.96931458,40.78379059,-73.97176361
01:44.0,06:17.0,40.73288727,-73.9814682,40.75516129,-73.9651947
01:44.0,07:52.0,40.75746918,-73.98583984,40.76853943,-73.98706055
01:45.0,17:42.0,40.76348114,-73.98897552,40.73375702,-74.00279236
01:45.0,21:30.0,40.76855087,-73.98484802,40.72483826,-73.98130798
01:45.0,09:56.0,40.80160904,-73.96056366,40.82297897,-73.95075226
01:45.0,04:11.0,40.7646637,-73.91653442,40.76410294,-73.91083527
01:45.0,27:14.0,40.75614929,-73.98342133,40.73548126,-73.99816895
01:45.0,12:46.0,40.74192429,-73.98297119,40.76346207,-73.96341705
01:45.0,17:38.0,40.73149872,-73.98861694,40.76261902,-73.95970917
01:45.0,04:46.0,40.76464081,-73.98297119,40.76581955,-73.9806366
01:45.0,05:35.0,40.75851822,-73.96541595,40.76871872,-73.95613098
01:45.0,06:28.0,40.73091507,-73.98610687,40.7384491,-73.98334503
01:45.0,27:43.0,40.79691315,-73.96092987,40.71868515,-74.0042572
01:45.0,33:52.0,40.74215698,-74.00386047,40.71916199,-73.9630127
01:45.0,10:37.0,40.75680161,-73.98847961,40.77662277,-73.97875977
01:45.0,05:45.0,40.7734642,-73.95936584,40.78062439,-73.95012665
01:46.0,24:38.0,40.80687714,-73.93566132,40.74210358,-74.00400543
01:46.0,16:29.0,40.77166367,-73.98249817,40.73817825,-74.00904083
01:46.0,12:44.0,40.76477051,-73.96628571,40.74887848,-73.99497986
01:46.0,28:22.0,40.7636261,-73.96336365,40.72016144,-74.01052094
01:46.0,24:06.0,40.7413559,-73.97925568,40.71876526,-74.00880432
01:46.0,25:00.0,40.7346611,-73.99879456,40.71915436,-73.9642868
01:46.0,11:15.0,40.74264526,-74.00048828,40.76233673,-73.98281097
01:46.0,07:46.0,40.77531052,-73.96083832,40.76729202,-73.95360565
01:46.0,07:54.0,40.76350021,-73.97379303,40.74722672,-73.98167419
01:47.0,10:00.0,40.74072647,-73.98609161,40.76414871,-73.9669342
01:47.0,10:54.0,40.74494171,-73.99133301,40.7711792,-73.98713684
01:47.0,11:58.0,40.76182938,-73.97503662,40.77281952,-73.98596954
01:47.0,32:45.0,40.72613144,-73.98947144,40.63928604,-73.95697021
01:47.0,11:30.0,0,0,0,0
01:47.0,20:47.0,40.79320526,-73.97225189,40.74439621,-74.00283051
01:47.0,07:52.0,40.7338829,-73.98995972,40.7395668,-73.98840332
01:48.0,09:05.0,40.79449844,-73.97176361,40.77580643,-73.97716522
01:48.0,10:18.0,40.74721527,-73.97696686,40.73057175,-73.98627472
01:48.0,12:15.0,40.77625656,-73.97956085,40.74469757,-73.97577667
01:48.0,06:19.0,40.72338486,-73.98828888,40.72981262,-73.98071289
01:48.0,13:01.0,40.7265625,-73.98921204,40.73788071,-73.99191284
01:48.0,35:34.0,40.77137756,-73.98175049,40.65243149,-73.97607422
01:48.0,11:21.0,40.734375,-73.9896698,40.74039078,-74.00534058
01:48.0,14:47.0,40.68027878,-73.94667053,40.69522095,-73.90827942
01:48.0,07:10.0,40.67368317,-73.98590088,40.68901825,-73.9860611
01:48.0,10:03.0,40.75656128,-73.97405243,40.76047897,-73.99529266
01:48.0,12:23.0,40.75295258,-73.98124695,40.74958801,-74.00289154
01:48.0,13:28.0,40.76050186,-73.96809387,40.72930908,-73.98714447
01:49.0,06:35.0,40.66991043,-73.95819855,40.65869522,-73.96051025
01:49.0,09:33.0,40.76069641,-73.92263031,40.77872849,-73.9143219
01:49.0,07:54.0,40.73382568,-73.99816895,40.73568726,-74.00700378
01:49.0,07:39.0,40.77210236,-73.9609375,40.77366257,-73.94869995
01:49.0,22:48.0,40.76971817,-73.86341858,40.68583298,-73.97337341
01:49.0,11:19.0,40.72282028,-73.99819183,40.7158165,-73.99044037
01:49.0,08:40.0,40.74735641,-73.9855423,40.74205399,-73.99650574
01:50.0,09:11.0,40.74176788,-73.99356079,40.75008011,-73.97727203
01:50.0,06:22.0,40.72117615,-73.99358368,40.72628784,-73.99169159
01:50.0,02:42.0,40.72649384,-73.99169922,40.72692871,-73.99155426
01:50.0,04:32.0,40.7869339,-73.9756012,40.79694366,-73.97005463
01:50.0,16:27.0,40.70592499,-74.01037598,40.73361206,-73.99758148
01:50.0,04:09.0,40.7369194,-73.99731445,40.74207687,-73.9984436
01:50.0,24:27.0,40.73054123,-73.98269653,40.8033905,-73.96713257
01:50.0,10:51.0,40.71513367,-74.01612854,40.72951889,-73.99972534
01:50.0,06:25.0,40.73519897,-74.00032806,40.72842026,-74.00527191
01:50.0,11:20.0,40.75806046,-73.98752594,40.76436615,-73.96347046
01:50.0,06:36.0,40.79248047,-73.96681976,40.79058075,-73.95223999
01:50.0,09:27.0,40.72634888,-73.99604034,40.70550156,-74.01629639
01:50.0,21:37.0,40.76836014,-73.98465729,40.72488022,-73.9813385
01:51.0,03:50.0,40.76933289,-73.95497894,40.77481842,-73.94855499
01:51.0,21:19.0,40.76356888,-73.98896027,40.72975922,-74.00411224
01:51.0,17:43.0,40.76039886,-73.9872818,40.73652649,-73.99487305
01:52.0,14:35.0,40.7528038,-73.97520447,40.76625824,-73.98558807
01:52.0,13:42.0,40.74633789,-73.99396515,40.72114563,-73.9981308
01:52.0,09:04.0,40.72589874,-73.9906311,40.72185898,-73.99761963
01:52.0,29:50.0,40.77159119,-73.98228455,40.71753311,-74.00334167
01:52.0,11:10.0,40.73857498,-73.98766327,40.74670029,-74.00169373
01:52.0,10:29.0,40.73529816,-73.98972321,40.75601959,-73.98596954
01:52.0,15:25.0,40.77051544,-73.86502838,40.77438354,-73.94832611
01:52.0,13:05.0,40.73868561,-74.00232697,40.73213959,-73.9863205
01:53.0,07:09.0,40.79008102,-73.94782257,40.77153778,-73.96776581
01:53.0,03:38.0,40.75121689,-73.9910965,40.75517273,-73.99128723
01:53.0,23:06.0,0,0,0,0
01:53.0,16:50.0,40.72520447,-73.97800446,40.77612305,-73.95536041
01:53.0,20:18.0,40.73410416,-73.99108124,40.7441864,-73.97834015
01:53.0,09:41.0,40.77158356,-73.98236084,40.77840424,-73.98744965
01:53.0,10:44.0,40.75309372,-73.98190308,40.74966049,-74.00289154
01:53.0,07:36.0,40.72032166,-73.98913574,40.73480606,-73.98482513
01:53.0,19:17.0,40.84841919,-73.93746185,40.75156784,-73.99183655
01:53.0,05:00.0,40.75955582,-73.97645569,40.76349258,-73.97124481
01:54.0,08:43.0,40.73049927,-73.98918152,40.74909592,-73.97444153
01:54.0,05:22.0,40.77994919,-73.98072052,40.78974152,-73.96983337
01:54.0,03:11.0,40.73888016,-73.99151611,40.73723221,-73.99642944
01:54.0,09:19.0,40.77426529,-73.9569931,40.7822876,-73.98032379
01:54.0,04:12.0,40.76243973,-73.96839142,40.75814056,-73.97097015
01:54.0,23:15.0,40.73153687,-73.9827652,40.71223068,-73.94571686
01:55.0,16:59.0,40.74377441,-73.97922516,40.74186707,-74.00483704
01:55.0,09:31.0,40.724823,-73.984375,40.73406219,-73.98881531
01:55.0,14:39.0,40.73665619,-73.99750519,40.75391769,-73.98248291
01:55.0,18:29.0,40.72219849,-73.99712372,40.76798248,-73.98944092
01:55.0,28:28.0,40.76312637,-73.99295807,40.68177414,-73.99840546
01:56.0,09:40.0,40.7638092,-73.99744415,40.75762177,-73.99092865
01:56.0,14:04.0,40.76876068,-73.98473358,40.74262619,-74.00421143
01:56.0,26:35.0,40.73316956,-73.9826889,40.72343826,-74.00283051
01:56.0,05:16.0,40.76205826,-73.96563721,40.77033615,-73.96027374
01:56.0,04:01.0,40.7265892,-73.99157715,40.73374557,-73.98976898
01:56.0,14:29.0,40.74425125,-73.97931671,40.72471237,-73.99154663
01:57.0,07:43.0,40.74731064,-73.99694061,40.76586151,-73.99102783
01:57.0,08:03.0,40.77796555,-73.95191193,40.80195618,-73.93939972
01:57.0,05:02.0,40.74425125,-74.00665283,40.75008774,-73.99498749
01:57.0,26:40.0,40.72950363,-74.00080872,40.71848679,-73.9557724
01:57.0,14:28.0,40.74276352,-74.00400543,40.76584625,-73.98045349
01:57.0,20:14.0,40.74114609,-74.00511932,40.70598602,-74.00952148
01:57.0,29:55.0,40.7620163,-73.96567535,40.70918274,-74.01049805
01:57.0,05:17.0,40.74758148,-73.97657776,40.74283981,-73.98486328
01:57.0,10:43.0,40.73429108,-73.99090576,40.7023735,-74.01393127
01:57.0,09:52.0,40.76156616,-73.98379517,40.74010849,-74.00117493
01:57.0,07:09.0,40.75826645,-73.98176575,40.75521469,-73.97380829
01:57.0,49:52.0,40.72430038,-73.99273682,40.68714142,-73.9493103
01:57.0,18:43.0,40.71957016,-73.9942627,40.7565918,-73.96661377
01:57.0,14:38.0,40.71855164,-73.96032715,40.6974411,-73.99295044
01:58.0,17:30.0,40.71757126,-73.95732117,40.70032883,-73.92199707
01:58.0,05:10.0,40.75796127,-73.96923065,40.76913071,-73.96109772
01:58.0,12:13.0,40.71057892,-73.96575165,40.68774033,-73.96463776
01:58.0,14:49.0,40.76112747,-73.96694183,40.76112747,-73.96694183
01:58.0,21:59.0,40.7216301,-73.99333191,40.74074936,-73.98567963
01:58.0,24:08.0,40.72299194,-73.98839569,40.77983856,-73.97842407
01:58.0,10:16.0,40.80027771,-73.96549225,40.7852478,-73.95345306
01:58.0,14:45.0,40.75662994,-73.97263336,40.74396133,-73.95615387
01:58.0,25:24.0,40.75865936,-73.98951721,40.72103119,-74.00492096
01:58.0,14:31.0,40.7342453,-73.99906158,40.72988129,-73.97488403
01:59.0,41:49.0,40.75225449,-74.00453949,40.66715622,-73.95078278
01:59.0,13:00.0,40.73386002,-74.00624084,40.74244308,-73.98055267
01:59.0,34:21.0,40.73250961,-73.98516846,40.66443634,-73.97990417
01:59.0,26:32.0,40.68797302,-73.97849274,40.76089478,-73.99903107
01:59.0,11:06.0,40.75346375,-73.97485352,40.73149872,-73.99930573
01:59.0,14:38.0,40.76362991,-73.96216583,40.75992584,-73.98664856
01:59.0,08:29.0,40.78319168,-73.97444153,40.77944183,-73.95137787
01:59.0,12:36.0,40.73557663,-74.00311279,40.74338531,-73.99370575
01:59.0,22:16.0,40.71538162,-73.96038818,40.76303864,-73.93377686
01:59.0,13:52.0,40.74889755,-73.98834991,40.79697037,-73.9717865
01:59.0,07:30.0,40.72282791,-73.98789978,40.73639297,-73.98126984
02:00.0,11:19.0,40.74510193,-73.98814392,40.75328445,-73.99591827
02:00.0,18:44.0,40.72428513,-73.9877243,40.75031281,-73.99142456
02:00.0,06:07.0,40.74464035,-73.98512268,40.75863266,-73.97458649
02:00.0,06:05.0,40.75806046,-73.98925781,40.7557106,-73.9818573
02:00.0,08:54.0,40.7505722,-73.97171021,40.73291779,-73.97546387
02:01.0,17:16.0,40.76360321,-73.9814682,40.72704315,-73.99165344
02:01.0,14:35.0,40.75448227,-73.97702026,40.80089188,-73.96778107
02:01.0,09:52.0,40.7188797,-74.00505066,40.72796631,-73.98596191
02:01.0,18:50.0,40.7654686,-73.98018646,40.74039078,-73.92019653
02:01.0,25:40.0,40.70530701,-74.01018524,40.74254608,-73.99568176
02:01.0,07:33.0,40.72065735,-73.98950195,40.72269821,-73.97979736
02:01.0,20:07.0,40.72845078,-73.99967194,40.7591362,-73.96221924
02:01.0,13:11.0,40.72027206,-73.99943542,40.73971558,-74.00622559
02:01.0,24:42.0,40.76384354,-73.99762726,40.777668,-73.94623566
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
