vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
,,,,,,,,,,,,,,,,,
CMT,5/12/11 20:49,5/12/11 20:53,1,0.7,-73.996017,40.724268,1,N,-73.989955,40.73354,CRD,4.1,0.5,0.5,1,0,6.1
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:46,5/15/11 15:52,1,1.08,-73.981127,40.781858,1,,-73.982558,40.767218,CSH,5.3,0,0.5,0,0,5.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:24,5/15/11 15:51,1,10.3,-73.968287,40.764332,1,,-73.862025,40.768568,CSH,26.1,0,0.5,0,4.8,31.4
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:40,5/15/11 15:50,1,2.33,-73.980692,40.769565,1,,-73.955642,40.78505,CSH,8.9,0,0.5,0,0,9.4
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:17,5/15/11 15:46,5,11.06,-73.981357,40.756453,1,,-73.873508,40.773513,CRD,28.5,0,0.5,5.7,4.8,39.5
,,,,,,,,,,,,,,,,,
CMT,5/12/11 21:05,5/12/11 21:11,3,1.5,-74.001646,40.741001,1,N,-73.98757,40.760092,CRD,6.1,0.5,0.5,0.9,0,8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:36,5/15/11 15:46,3,1.34,-73.99908,40.734315,1,,-73.981645,40.743942,CSH,6.9,0,0.5,0,0,7.4
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:22,5/15/11 15:53,1,3.99,0,0,1,,0,0,CSH,17.7,0,0.5,0,0,18.2
,,,,,,,,,,,,,,,,,
CMT,5/12/11 20:55,5/12/11 21:00,3,1.1,-73.974108,40.78481,1,N,-73.965822,40.795232,CRD,5.3,0.5,0.5,1.2,0,7.5
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:31,5/15/11 15:44,5,2.18,0,0,1,,0,0,CSH,9.3,0,0.5,0,0,9.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:43,5/15/11 15:49,1,1.26,-73.97004,40.755902,1,,-73.967682,40.762522,CSH,5.7,0,0.5,0,0,6.2
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:24,5/15/11 15:51,1,7.32,-73.973032,40.752898,1,,-73.853593,40.727138,CSH,21.3,0,0.5,0,0,21.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:47,5/15/11 15:55,1,1.92,-73.989802,40.749297,1,,-73.98315,40.76761,CSH,7.3,0,0.5,0,0,7.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:41,5/15/11 15:51,5,1.74,-74.001072,40.756935,1,,-73.974855,40.749438,CSH,7.3,0,0.5,0,0,7.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:47,5/15/11 15:51,1,1.79,-74.015617,40.714443,1,,-74.007308,40.707518,CSH,6.1,0,0.5,0,0,6.6
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:36,5/15/11 15:54,1,3.3,-73.985845,40.722873,1,,-73.948725,40.70994,CSH,12.5,0,0.5,0,0,13
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:41,5/15/11 15:53,1,2.42,-73.989682,40.735507,1,,-73.969738,40.76281,CSH,9.3,0,0.5,0,0,9.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:17,5/15/11 15:42,5,2.76,-73.972682,40.780895,1,,-73.970215,40.753082,CSH,13.3,0,0.5,0,0,13.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:34,5/15/11 15:55,1,8.41,-73.9544,40.787455,1,,-73.864752,40.770353,CRD,21.3,0,0.5,4.26,4.8,30.86
,,,,,,,,,,,,,,,,,
VTS,5/15/11 14:50,5/15/11 15:53,3,10.12,-73.885273,40.772968,1,,-73.980047,40.764178,CRD,34.9,0,0.5,0,4.8,40.2
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:09,5/15/11 15:56,1,16.53,-73.985083,40.745315,2,,-73.800992,40.646133,CRD,45,0,0.5,3,4.8,53.3
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:44,5/15/11 15:54,1,1.77,-73.969797,40.75674,1,,-73.960688,40.777515,CRD,7.7,0,0.5,1,0,9.2
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:51,5/15/11 15:56,2,1.07,-73.974185,40.793865,1,,-73.983393,40.780343,CSH,5.3,0,0.5,0,0,5.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:45,5/15/11 15:55,2,2.02,-74.005148,40.719373,1,,-74.003673,40.742842,CRD,8.1,0,0.5,1.25,0,9.85
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:50,5/15/11 16:02,1,1.87,-73.980202,40.738565,1,,-74.003225,40.728427,CSH,8.5,0,0.5,0,0,9
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:44,5/15/11 16:00,1,1.31,-73.97853,40.761268,1,,-73.971077,40.751153,CSH,8.9,0,0.5,0,0,9.4
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:45,5/15/11 15:51,2,1.61,-73.971538,40.795258,1,,-73.98225,40.774857,CRD,6.5,0,0.5,1.5,0,8.5
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:38,5/15/11 16:03,1,2.99,-73.982433,40.775517,1,,-73.982735,40.741252,CSH,14.1,0,0.5,0,0,14.6
,,,,,,,,,,,,,,,,,
CMT,5/10/11 19:48,5/10/11 19:53,2,0.9,-73.984899,40.742495,1,N,-73.997146,40.742146,CSH,4.9,1,0.5,0,0,6.4
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:54,5/15/11 15:59,1,0.77,-73.992028,40.75427,1,,-73.987195,40.763905,CSH,4.5,0,0.5,0,0,5
,,,,,,,,,,,,,,,,,
VTS,5/15/11 15:26,5/15/11 16:01,2,11.2,-73.989067,40.76278,1,,-73.872258,40.774468,CSH,28.9,0,0.5,0,4.8,34.2
,,,,,,,,,,,,,,,,,
VTS,5/15/11 17:57,5/15/11 18:02,1,1.26,-73.979512,40.737462,1,,-73.984457,40.745777,CRD,5.3,0,0.5,1.2,0,7
,,,,,,,,,,,,,,,,,
VTS,5/15/11 17:45,5/15/11 17:46,1,0,-73.954447,40.813232,1,,-73.954447,40.813232,CSH,2.9,0,0.5,0,0,3.4
,,,,,,,,,,,,,,,,,
VTS,5/15/11 17:57,5/15/11 18:08,5,1.6,-73.95991,40.715807,1,,-73.954645,40.73256,CRD,7.7,0,0.5,1,0,9.2
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:27,5/15/11 12:51,1,2.85,-73.978437,40.787117,1,,-73.970007,40.76501,CRD,13.7,0,0.5,4,0,18.2
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:45,5/15/11 12:50,1,0.85,-73.975432,40.760093,1,,-73.966545,40.765448,CSH,4.9,0,0.5,0,0,5.4
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:41,5/12/11 15:51,1,2.3,-73.959387,40.775235,1,N,-73.966963,40.753333,CRD,8.5,0,0.5,1,0,10
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:48,5/12/11 16:39,1,11,-73.989033,40.691694,1,N,-73.865199,40.770681,CRD,32.5,0,0.5,5,0,38
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:46,5/12/11 16:00,1,1.7,-74.005885,40.742143,1,N,-73.989904,40.758934,CRD,9.3,0,0.5,1.96,0,11.76
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:16,5/12/11 15:42,1,2.8,-73.97017,40.790645,1,N,-73.975578,40.759477,CRD,14.1,0,0.5,2.9,0,17.5
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:04,5/15/11 23:29,2,7.93,-73.980307,40.783725,1,,-73.9575,40.718112,CSH,20.1,0.5,0.5,0,0,21.1
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:47,5/15/11 12:49,1,0.64,-73.964743,40.764378,1,,-73.958628,40.77254,CRD,3.7,0,0.5,1,0,5.2
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:47,5/12/11 15:54,1,1.4,-73.965261,40.75523,1,N,-73.952999,40.773966,CRD,6.1,0,0.5,1.32,0,7.92
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:41,5/12/11 16:45,3,13.7,-74.005018,40.705703,1,N,-73.861918,40.768503,CRD,39.3,0,0.5,6,0,45.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:28,5/15/11 23:34,4,1.21,-73.954217,40.778962,1,,-73.955542,40.768273,CSH,5.7,0.5,0.5,0,0,6.7
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:42,5/12/11 16:07,1,2.7,-73.95661,40.766996,1,N,-73.991599,40.752996,CRD,14.1,0,0.5,1.4,0,16
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:53,5/12/11 16:07,2,2.9,-73.975018,40.758483,1,N,-74.005541,40.728347,CRD,9.7,0,0.5,2.04,0,12.24
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:24,5/15/11 23:31,5,1.67,-73.984788,40.748083,1,,-74.001227,40.731492,CSH,6.5,0.5,0.5,0,0,7.5
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:18,5/15/11 23:29,1,1.24,-73.979123,40.686602,1,,-73.997245,40.688755,CSH,7.3,0.5,0.5,0,0,8.3
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:29,5/12/11 15:52,2,3.7,-73.94599,40.808782,1,N,-73.98225,40.777365,CRD,14.5,0,0.5,3,0,18
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:29,5/15/11 12:44,1,1.56,-73.963075,40.804135,1,,-73.975297,40.787725,CSH,9.3,0,0.5,0,0,9.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:20,5/15/11 12:47,1,5.6,-73.957415,40.801762,1,,-73.99249,40.742847,CSH,17.7,0,0.5,0,0,18.2
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:23,5/15/11 12:48,1,5.21,-74.007848,40.736243,1,,-73.972008,40.688988,CRD,17.3,0,0.5,2,0,19.8
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:36,5/12/11 15:35,0,1,0,0,1,N,-73.974928,40.751125,CRD,6.1,0,0.5,3,0,9.6
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:47,5/12/11 15:49,1,0.5,-73.992608,40.737919,1,N,-73.996724,40.731474,CRD,3.7,0,0.5,0.84,0,5.04
,,,,,,,,,,,,,,,,,
VTS,5/15/11 22:59,5/15/11 23:35,5,15.45,-73.862775,40.769078,1,,-73.924393,40.631793,CRD,36.9,0.5,0.5,7,0,44.9
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:21,5/15/11 23:32,1,3.41,-73.954073,40.778622,1,,-73.97909,40.737142,CRD,10.1,0.5,0.5,2,0,13.1
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:29,5/15/11 23:38,1,2.06,-73.993395,40.73591,1,,-73.991267,40.758078,CRD,7.7,0.5,0.5,2,0,10.7
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:40,5/12/11 15:50,1,1.7,-74.005538,40.75098,1,Y,-73.980863,40.753686,CRD,7.3,0,0.5,1.56,0,9.36
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:39,5/12/11 15:53,0,2.1,-73.964615,40.773157,1,N,-73.98472,40.748113,CRD,8.9,0,0.5,2.35,0,11.75
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:53,5/12/11 15:59,1,1.2,-73.993812,40.756458,1,N,-74.005304,40.740824,CRD,5.7,0,0.5,1.55,0,7.75
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:36,5/15/11 12:49,1,1.49,-74.001487,40.735895,1,,-73.984595,40.737017,CSH,8.1,0,0.5,0,0,8.6
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:22,5/15/11 12:47,1,10.45,-73.97851,40.781552,1,,-73.86166,40.768345,CSH,25.3,0,0.5,0,4.8,30.6
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:17,5/15/11 23:38,1,9.77,-73.87288,40.774127,1,,-74.000502,40.739658,CRD,23.7,0.5,0.5,0,4.8,29.5
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:26,5/15/11 23:39,2,8.27,-73.862833,40.769113,1,,-73.948318,40.783938,CRD,18.9,0.5,0.5,3.88,4.8,28.58
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:34,5/15/11 23:37,2,0.44,-73.993343,40.747375,1,,-73.992463,40.74265,CRD,3.7,0.5,0.5,1,0,5.7
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:08,5/15/11 23:37,1,23.52,-73.78156,40.644905,1,,-73.994052,40.689415,CRD,50.1,0.5,0.5,10.12,0,61.22
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:41,5/12/11 16:00,1,2.6,-73.984949,40.756318,1,N,-73.996437,40.725182,CRD,11.3,0,0.5,2,0,13.8
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:49,5/12/11 16:04,1,2.1,-73.985905,40.746254,1,N,-73.982562,40.723313,CRD,9.7,0,0.5,0.7,0,10.9
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:30,5/15/11 12:48,5,5.43,-73.939062,40.72313,1,,-73.990537,40.751007,CRD,16.1,0,0.5,4.02,4.8,25.42
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:35,5/15/11 12:52,1,7.56,-73.996208,40.76925,1,,-74.012065,40.699342,CRD,18.5,0,0.5,2.5,0,21.5
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:29,5/15/11 12:50,1,4.42,-73.986687,40.758687,1,,-74.014737,40.714013,CSH,14.9,0,0.5,0,0,15.4
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:54,5/12/11 16:18,1,9.3,-73.970002,40.758875,1,N,-73.872721,40.774324,CRD,22.5,0,0.5,5.56,4.8,33.36
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:50,5/12/11 16:04,2,2,-73.988392,40.738519,1,N,-73.972307,40.753833,CRD,9.3,0,0.5,2.94,0,12.74
,,,,,,,,,,,,,,,,,
CMT,5/12/11 15:40,5/12/11 15:43,1,0.6,-73.982255,40.774747,1,N,-73.977837,40.782009,CRD,4.1,0,0.5,2,0,6.6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:05,5/1/11 10:14,4,2.08,-73.988588,40.778328,1,,-73.969062,40.800998,CRD,7.7,0,0.5,1.5,0,9.7
,,,,,,,,,,,,,,,,,
VTS,5/1/11 9:46,5/1/11 10:09,1,3.59,-73.923728,40.743968,1,,-73.969202,40.766553,CSH,14.9,0,0.5,0,0,15.4
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:24,5/1/11 10:43,5,2.38,-73.987225,40.72908,1,,-73.987355,40.748818,CSH,11.3,0,0.5,0,0,11.8
,,,,,,,,,,,,,,,,,
VTS,5/1/11 9:54,5/1/11 10:10,1,2.26,-73.981715,40.773887,1,,-73.987598,40.755378,CRD,10.9,0,0.5,4,0,15.4
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:46,5/1/11 10:54,1,2.98,-74.00837,40.711507,1,,-73.978362,40.724665,CSH,8.9,0,0.5,0,0,9.4
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:44,5/1/11 10:47,1,0.71,-73.991608,40.731787,1,,-74.000653,40.730763,CSH,4.1,0,0.5,0,0,4.6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:14,5/1/11 10:18,3,0.66,0,0,1,,0,0,CRD,4.1,0,0.5,3,0,7.6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:03,5/1/11 10:39,1,4.97,-73.947595,40.775277,1,,-73.996938,40.75752,CRD,20.5,0,0.5,0,0,21
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:13,5/1/11 10:18,2,0.71,-73.950838,40.771588,1,,-73.959803,40.769503,CRD,4.5,0,0.5,2,0,7
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:06,5/1/11 10:14,1,2.55,-73.972563,40.749492,1,,-73.989238,40.718742,CSH,8.1,0,0.5,0,0,8.6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:07,5/1/11 10:09,1,0.49,-73.991223,40.760273,1,,-73.996242,40.755868,CSH,3.3,0,0.5,0,0,3.8
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:46,5/1/11 10:53,1,1.05,-73.928313,40.763497,1,,-73.914023,40.756687,CSH,5.3,0,0.5,0,0,5.8
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:27,5/1/11 10:31,1,4.00E-02,-73.977793,40.757863,1,,-73.97841,40.757157,CSH,3.7,0,0.5,0,0,4.2
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:40,5/1/11 10:51,1,1.81,-73.973302,40.763695,1,,-73.953825,40.77919,CSH,8.1,0,0.5,0,0,8.6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:09,5/1/11 10:17,2,1.47,0,0,1,,0,0,CSH,6.5,0,0.5,0,0,7
,,,,,,,,,,,,,,,,,
VTS,5/1/11 11:03,5/1/11 11:06,2,1.28,-73.994857,40.760405,1,,-73.982967,40.775813,CSH,4.9,0,0.5,0,0,5.4
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:28,5/1/11 10:34,2,0.47,-73.984598,40.755155,1,,-73.976647,40.751735,CRD,4.5,0,0.5,2,0,7
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:51,5/1/11 10:58,1,1.37,-73.979507,40.743965,1,,-73.990975,40.755918,CSH,6.1,0,0.5,0,0,6.6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:38,5/1/11 10:49,1,2.14,-73.963757,40.765467,1,,-73.975687,40.776613,CSH,8.5,0,0.5,0,0,9
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:18,5/1/11 10:33,1,4.18,-74.0104,40.709042,1,,-73.996433,40.725475,CSH,12.9,0,0.5,0,0,13.4
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:04,5/1/11 10:15,1,1.67,-73.993628,40.735912,1,,-73.981238,40.720568,CSH,8.1,0,0.5,0,0,8.6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:29,5/1/11 10:44,1,2.59,-73.973928,40.757267,1,,-73.996137,40.725222,CRD,10.5,0,0.5,2,0,13
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:22,5/1/11 10:34,1,2.27,-73.981175,40.737467,1,,-74.006072,40.723325,CSH,8.9,0,0.5,0,0,9.4
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:57,5/1/11 11:05,1,1.68,-73.972632,40.795803,1,,-73.9879,40.775135,CSH,6.9,0,0.5,0,0,7.4
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:59,5/1/11 11:06,5,1.98,-73.984772,40.758885,1,,-74.002307,40.734255,CSH,6.9,0,0.5,0,0,7.4
,,,,,,,,,,,,,,,,,
VTS,5/1/11 9:55,5/1/11 10:14,1,2.85,-73.971892,40.757132,1,,-73.95241,40.78982,CSH,12.5,0,0.5,0,0,13
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:56,5/1/11 11:02,1,1.37,-73.967162,40.756583,1,,-73.979798,40.739303,CRD,5.7,0,0.5,1,0,7.2
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:32,5/1/11 10:43,5,0.8,-73.865913,40.863103,1,,-73.865118,40.859588,CRD,6.5,0,0.5,2,0,9
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:37,5/1/11 10:53,1,2.29,-74.002797,40.723457,1,,-74.012705,40.701867,CSH,10.1,0,0.5,0,0,10.6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:14,5/1/11 10:18,1,0.44,-73.948945,40.77754,1,,-73.955827,40.77965,CSH,4.1,0,0.5,0,0,4.6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:37,5/1/11 10:54,5,1.26,-73.978003,40.78872,1,,-73.982245,40.771285,CSH,9.7,0,0.5,0,0,10.2
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:27,5/1/11 10:39,5,2.02,-73.965448,40.76301,1,,-73.973033,40.780793,CSH,8.5,0,0.5,0,0,9
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:22,5/1/11 10:26,1,0.1,-73.963798,40.765502,1,,-73.954657,40.777857,CRD,4.9,0,0.5,1,0,6.4
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:36,5/1/11 10:54,1,2.21,-73.983423,40.738263,1,,-74.008212,40.748767,CRD,10.9,0,0.5,1.56,0,12.96
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:37,5/1/11 11:01,5,3.93,-73.942805,40.816718,1,,-73.979958,40.770678,CSH,15.3,0,0.5,0,0,15.8
,,,,,,,,,,,,,,,,,
VTS,5/1/11 9:57,5/1/11 10:12,3,6.67,-73.99321,40.692643,1,,-73.976995,40.7519,CSH,17.3,0,0.5,0,0,17.8
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:14,5/1/11 10:24,2,0.55,-73.97387,40.76333,1,,-73.979073,40.75596,CSH,6.1,0,0.5,0,0,6.6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:48,5/1/11 11:08,3,9.98,0,0,1,,0,0,CSH,23.7,0,0.5,0,4.8,29
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:31,5/1/11 10:31,1,0,-74.030692,40.753865,5,,-74.03069,40.753863,CRD,48,0,0.5,9.6,0,58.1
,,,,,,,,,,,,,,,,,
VTS,5/1/11 11:04,5/1/11 11:08,5,0.79,-73.975692,40.78977,1,,-73.968202,40.797343,CRD,4.5,0,0.5,1,0,6
,,,,,,,,,,,,,,,,,
VTS,5/1/11 10:11,5/1/11 10:55,4,17.13,-73.940707,40.819527,1,,-73.891183,40.701063,CRD,42.9,0,0.5,0,4.8,48.2
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:57,5/16/11 0:08,1,6.37,-74.008095,40.708147,1,,-73.95156,40.773995,CRD,15.3,0.5,0.5,2,0,18.3
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:56,5/16/11 0:18,2,6.91,-73.989893,40.760585,1,,-73.901617,40.775402,CSH,18.9,0.5,0.5,0,0,19.9
,,,,,,,,,,,,,,,,,
CMT,5/14/11 0:29,5/14/11 0:44,1,2.5,-73.988444,40.723584,1,N,-73.987045,40.75102,CRD,10.1,0.5,0.5,2.22,0,13.32
,,,,,,,,,,,,,,,,,
CMT,5/14/11 0:21,5/14/11 0:28,1,2.3,-73.953101,40.772597,1,N,-73.973072,40.792891,CRD,7.7,0.5,0.5,1.5,0,10.2
,,,,,,,,,,,,,,,,,
CMT,5/14/11 0:23,5/14/11 0:41,2,3.7,-74.00369,40.720856,1,N,-73.992297,40.69011,CRD,12.9,0.5,0.5,3.47,0,17.37
,,,,,,,,,,,,,,,,,
CMT,5/14/11 0:22,5/14/11 0:37,3,9,-73.874488,40.773994,1,N,-73.984841,40.732538,CRD,21.3,0.5,0.5,8.13,4.8,35.23
,,,,,,,,,,,,,,,,,
CMT,5/14/11 0:22,5/14/11 0:42,1,5.4,-73.990217,40.760918,1,N,-74.017249,40.705345,CRD,16.1,0.5,0.5,4.27,0,21.37
,,,,,,,,,,,,,,,,,
CMT,5/14/11 0:34,5/14/11 0:43,2,1.4,-73.984538,40.756887,1,N,-73.969246,40.754749,CRD,6.9,0.5,0.5,1.58,0,9.48
,,,,,,,,,,,,,,,,,
CMT,5/14/11 0:23,5/14/11 0:34,2,1.4,-73.988503,40.731697,1,N,-74.006503,40.739134,CRD,7.3,0.5,0.5,1.7,0,10
,,,,,,,,,,,,,,,,,
CMT,5/14/11 0:30,5/14/11 0:33,2,0,-73.98653746,40.73452108,1,N,-73.98177603,40.74327491,CRD,3.7,0.5,0.5,0.9,0,5.6
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:52,5/16/11 0:17,1,11.41,-73.981607,40.76543,1,,-73.808952,40.7493,CSH,26.9,0.5,0.5,0,0,27.9
,,,,,,,,,,,,,,,,,
VTS,5/13/11 13:10,5/13/11 13:20,1,1.1,-73.965378,40.774898,1,,-73.975505,40.761542,CSH,6.9,0,0.5,0,0,7.4
,,,,,,,,,,,,,,,,,
VTS,5/15/11 12:48,5/15/11 13:05,5,1.66,-73.965417,40.755492,1,,-73.989805,40.755917,CSH,10.1,0,0.5,0,0,10.6
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:59,5/16/11 0:08,1,2.1,-73.985173,40.72379,1,,-73.984352,40.746138,CRD,7.7,0.5,0.5,1,0,9.7
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:48,5/16/11 0:17,2,7.48,-73.98028,40.754303,1,,-73.922752,40.699557,CRD,21.3,0.5,0.5,5.45,0,27.75
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:54,5/16/11 0:06,1,3.23,-73.992422,40.758732,1,,-74.000472,40.719733,CSH,10.1,0.5,0.5,0,0,11.1
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:34,5/16/11 0:02,2,16.71,-73.788482,40.641395,1,,-73.939183,40.751108,CSH,38.1,0.5,0.5,0,0,39.1
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:58,5/16/11 0:19,1,7.64,-73.871102,40.773797,1,,-73.958375,40.808225,CSH,20.1,0.5,0.5,0,4.8,25.9
,,,,,,,,,,,,,,,,,
VTS,5/15/11 22:42,5/15/11 22:45,5,0.83,-73.969065,40.785537,1,,-73.96155,40.795897,CRD,4.1,0.5,0.5,0,0,5.1
,,,,,,,,,,,,,,,,,
VTS,5/15/11 19:20,5/15/11 19:23,2,0.92,-74.007132,40.74353,1,,-74.003247,40.751418,CSH,4.5,0,0.5,0,0,5
,,,,,,,,,,,,,,,,,
CMT,5/14/11 0:28,5/14/11 0:43,1,4.3,0,0,1,N,0,0,CRD,12.5,0.5,0.5,2.7,0,16.2
,,,,,,,,,,,,,,,,,
CMT,5/13/11 17:42,5/13/11 18:04,1,2.8,-73.968572,40.757676,1,N,-74.005525,40.74825,CRD,13.3,1,0.5,1,0,15.8
,,,,,,,,,,,,,,,,,
CMT,5/13/11 17:45,5/13/11 18:01,1,2.9,-73.977994,40.74617,1,N,-73.950719,40.777532,CRD,10.9,1,0.5,0,0,12.4
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:57,5/16/11 0:09,1,6.71,-73.874397,40.774047,1,,-73.946587,40.723375,CRD,16.5,0.5,0.5,3.4,0,20.9
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:44,5/16/11 0:02,5,6.95,-73.947158,40.779567,1,,-73.903998,40.753875,CSH,18.1,0.5,0.5,0,0,19.1
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:50,5/16/11 0:03,5,3.68,-73.99174,40.72186,1,,-73.934695,40.703488,CRD,11.3,0.5,0.5,2.5,0,14.8
,,,,,,,,,,,,,,,,,
VTS,5/15/11 23:54,5/15/11 23:58,1,6.00E-02,-73.995232,40.721502,1,,-73.9911,40.727947,CRD,4.5,0.5,0.5,1,0,6.5
,,,,,,,,,,,,,,,,,
CMT,5/13/11 17:43,5/13/11 17:49,1,1,-73.982001,40.767545,1,N,-73.967024,40.760069,CRD,5.3,1,0.5,1.36,0,8.16
,,,,,,,,,,,,,,,,,
CMT,5/13/11 17:46,5/13/11 17:57,2,2.3,-73.97152,40.795369,1,N,-73.983085,40.763452,CRD,8.9,1,0.5,1,0,11.4
,,,,,,,,,,,,,,,,,
